Time,Source,Destination,Protocol,Length
153.68954,10.0.0.2,10.0.0.6,TCP,574
153.689553,10.0.0.6,10.0.0.2,TCP,54
153.694059,10.0.0.2,10.0.0.6,TCP,574
153.694073,10.0.0.6,10.0.0.2,TCP,54
153.697403,10.0.0.2,10.0.0.6,TCP,574
153.697413,10.0.0.6,10.0.0.2,TCP,54
153.700741,10.0.0.2,10.0.0.6,TCP,574
153.70075,10.0.0.6,10.0.0.2,TCP,54
153.708392,10.0.0.2,10.0.0.6,TCP,574
153.70844,10.0.0.6,10.0.0.2,TCP,54
153.709714,10.0.0.2,10.0.0.6,TCP,574
153.709744,10.0.0.6,10.0.0.2,TCP,54
153.712514,10.0.0.2,10.0.0.6,TCP,574
153.712534,10.0.0.6,10.0.0.2,TCP,54
153.715857,10.0.0.2,10.0.0.6,TCP,574
153.715871,10.0.0.6,10.0.0.2,TCP,54
153.72385,10.0.0.2,10.0.0.6,TCP,574
153.723896,10.0.0.6,10.0.0.2,TCP,54
153.725415,10.0.0.2,10.0.0.6,TCP,574
153.725429,10.0.0.6,10.0.0.2,TCP,54
153.72878,10.0.0.2,10.0.0.6,TCP,574
153.728813,10.0.0.6,10.0.0.2,TCP,54
153.731535,10.0.0.2,10.0.0.6,TCP,574
153.731571,10.0.0.6,10.0.0.2,TCP,54
153.73541,10.0.0.2,10.0.0.6,TCP,574
153.735425,10.0.0.6,10.0.0.2,TCP,54
153.741387,10.0.0.2,10.0.0.6,TCP,574
153.741425,10.0.0.6,10.0.0.2,TCP,54
153.742325,10.0.0.2,10.0.0.6,TCP,574
153.742344,10.0.0.6,10.0.0.2,TCP,54
153.745563,10.0.0.2,10.0.0.6,TCP,574
153.745577,10.0.0.6,10.0.0.2,TCP,54
153.748882,10.0.0.2,10.0.0.6,TCP,574
153.748896,10.0.0.6,10.0.0.2,TCP,54
153.752225,10.0.0.2,10.0.0.6,TCP,574
153.752249,10.0.0.6,10.0.0.2,TCP,54
153.756164,10.0.0.2,10.0.0.6,TCP,574
153.756204,10.0.0.6,10.0.0.2,TCP,54
153.75919,10.0.0.2,10.0.0.6,TCP,574
153.759221,10.0.0.6,10.0.0.2,TCP,54
153.77259,10.0.0.2,10.0.0.6,TCP,574
153.772635,10.0.0.6,10.0.0.2,TCP,54
153.776238,10.0.0.2,10.0.0.6,TCP,574
153.776249,10.0.0.6,10.0.0.2,TCP,54
153.779583,10.0.0.2,10.0.0.6,TCP,574
153.779592,10.0.0.6,10.0.0.2,TCP,54
153.782922,10.0.0.2,10.0.0.6,TCP,574
153.782932,10.0.0.6,10.0.0.2,TCP,54
153.78626,10.0.0.2,10.0.0.6,TCP,574
153.786269,10.0.0.6,10.0.0.2,TCP,54
153.797262,10.0.0.2,10.0.0.6,TCP,574
153.797307,10.0.0.6,10.0.0.2,TCP,54
153.798956,10.0.0.2,10.0.0.6,TCP,574
153.798969,10.0.0.6,10.0.0.2,TCP,54
153.802296,10.0.0.2,10.0.0.6,TCP,574
153.802307,10.0.0.6,10.0.0.2,TCP,54
153.805502,10.0.0.2,10.0.0.6,TCP,574
153.805523,10.0.0.6,10.0.0.2,TCP,54
153.808984,10.0.0.2,10.0.0.6,TCP,574
153.809005,10.0.0.6,10.0.0.2,TCP,54
153.814928,10.0.0.2,10.0.0.6,TCP,574
153.814975,10.0.0.6,10.0.0.2,TCP,54
153.816859,10.0.0.2,10.0.0.6,TCP,574
153.816881,10.0.0.6,10.0.0.2,TCP,54
153.819244,10.0.0.2,10.0.0.6,TCP,574
153.819258,10.0.0.6,10.0.0.2,TCP,54
153.837172,10.0.0.2,10.0.0.6,TCP,574
153.83722,10.0.0.6,10.0.0.2,TCP,54
153.838228,10.0.0.2,10.0.0.6,TCP,574
153.838241,10.0.0.6,10.0.0.2,TCP,54
153.841526,10.0.0.2,10.0.0.6,TCP,574
153.841536,10.0.0.6,10.0.0.2,TCP,54
153.844864,10.0.0.2,10.0.0.6,TCP,574
153.84488,10.0.0.6,10.0.0.2,TCP,54
153.848208,10.0.0.2,10.0.0.6,TCP,574
